,Symbol,Description,Category,UniProt ID,GIFtS,GC id,Score
13729,HACL1,2-Hydroxyacyl-CoA Lyase 1,Protein Coding,Q9UJ83,46,GC03M023405,5.87
13730,TMEM167B,Transmembrane Protein 167B,Protein Coding,Q9NRX6,36,GC01P109089,5.87
13731,PHKG1,Phosphorylase Kinase Catalytic Subunit Gamma 1,Protein Coding,Q16816,50,GC07M056080,5.87
13732,NLRP14,NLR Family Pyrin Domain Containing 14,Protein Coding,Q86W24,43,GC11P007020,5.87
13733,CDC123,Cell Division Cycle 123,Protein Coding,O75794,44,GC10P012195,5.87
13734,GRHL3,Grainyhead Like Transcription Factor 3,Protein Coding,Q8TE85,45,GC01P026372,5.87
13735,ZHX1,Zinc Fingers And Homeoboxes 1,Protein Coding,Q9UKY1,44,GC08M123248,5.87
13736,BHLHE41,Basic Helix-Loop-Helix Family Member E41,Protein Coding,Q9C0J9,46,GC12M026120,5.87
13737,SLC24A1,Solute Carrier Family 24 Member 1,Protein Coding,O60721,49,GC15P065611,5.87
13738,GTF2H4,General Transcription Factor IIH Subunit 4,Protein Coding,Q92759,46,GC06P104082,5.87
13739,NODAL,Nodal Growth Differentiation Factor,Protein Coding,Q96S42,49,GC10M070431,5.87
13740,LRRC8D,Leucine Rich Repeat Containing 8 VRAC Subunit D,Protein Coding,Q7L1W4,43,GC01P089821,5.87
13741,ZNF551,Zinc Finger Protein 551,Protein Coding,Q7Z340,39,GC19P057681,5.88
13742,NALCN,"Sodium Leak Channel, Non-Selective",Protein Coding,Q8IZF0,48,GC13M101053,5.88
13743,SSTR4,Somatostatin Receptor 4,Protein Coding,P31391,46,GC20P023035,5.88
13744,TTYH3,Tweety Family Member 3,Protein Coding,Q9C0H2,41,GC07P004118,5.88
13745,MIOS,Meiosis Regulator For Oocyte Development,Protein Coding,Q9NXC5,45,GC07P007678,5.88
13746,PYHIN1,Pyrin And HIN Domain Family Member 1,Protein Coding,Q6K0P9,43,GC01P158931,5.88
13747,CPPED1,Calcineurin Like Phosphoesterase Domain Containing 1,Protein Coding,Q9BRF8,43,GC16M012659,5.88
13748,TMEM154,Transmembrane Protein 154,Protein Coding,Q6P9G4,40,GC04M152618,5.88
13749,PCYOX1,Prenylcysteine Oxidase 1,Protein Coding,Q9UHG3,45,GC02P070257,5.88
13750,XPR1,Xenotropic And Polytropic Retrovirus Receptor 1,Protein Coding,Q9UBH6,49,GC01P180632,5.88
13751,NDUFA2,NADH:Ubiquinone Oxidoreductase Subunit A2,Protein Coding,O43678,48,GC05M140725,5.88
13752,TM2D2,TM2 Domain Containing 2,Protein Coding,Q9BX73,39,GC08M038988,5.88
13753,NCAPD3,Non-SMC Condensin II Complex Subunit D3,Protein Coding,P42695,48,GC11M134150,5.88
13754,SLC5A6,Solute Carrier Family 5 Member 6,Protein Coding,Q9Y289,50,GC02M027201,5.88
13755,CLRN1,Clarin 1,Protein Coding,P58418,43,GC03M150926,5.88
13756,CFAP299,Cilia And Flagella Associated Protein 299,Protein Coding,Q6V702,36,GC04P080336,5.88
13757,ENPP3,Ectonucleotide Pyrophosphatase/Phosphodiesterase 3,Protein Coding,O14638,50,GC06P131617,5.88
13758,TXNDC11,Thioredoxin Domain Containing 11,Protein Coding,Q6PKC3,41,GC16M011679,5.88
13759,MBD3L4,Methyl-CpG Binding Domain Protein 3 Like 4,Protein Coding,A6NDZ8,22,GC19M007037,5.88
13760,LLPH,"LLP Homolog, Long-Term Synaptic Facilitation Factor",Protein Coding,Q9BRT6,39,GC12M066116,5.88
13761,COMMD9,COMM Domain Containing 9,Protein Coding,Q9P000,42,GC11M036293,5.89
13762,COX6C,Cytochrome C Oxidase Subunit 6C,Protein Coding,P09669,45,GC08M099899,5.89
13763,SYT2,Synaptotagmin 2,Protein Coding,Q8N9I0,51,GC01M202559,5.89
13764,NTF4,Neurotrophin 4,Protein Coding,P34130,53,GC19M079866,5.89
13765,TCEA1,Transcription Elongation Factor A1,Protein Coding,P23193,44,GC08M053966,5.89
13766,GDF11,Growth Differentiation Factor 11,Protein Coding,O95390,49,GC12P055743,5.89
13767,INSM1,INSM Transcriptional Repressor 1,Protein Coding,Q01101,44,GC20P020368,5.89
13768,B4GALT4,"Beta-1,4-Galactosyltransferase 4",Protein Coding,O60513,45,GC03M119211,5.89
13769,COCH,Cochlin,Protein Coding,O43405,49,GC14P030874,5.89
13770,CRYM,Crystallin Mu,Protein Coding,Q14894,49,GC16M021238,5.89
13771,PRSS21,Serine Protease 21,Protein Coding,Q9Y6M0,47,GC16P045971,5.89
13772,RAB6C,"RAB6C, Member RAS Oncogene Family",Protein Coding,Q9H0N0,38,GC02P129979,5.89
13773,HMGN4,High Mobility Group Nucleosomal Binding Domain 4,Protein Coding,O00479,38,GC06P026538,5.89
13774,LSMEM1,Leucine Rich Single-Pass Membrane Protein 1,Protein Coding,Q8N8F7,36,GC07P112480,5.89
13775,ASB10,Ankyrin Repeat And SOCS Box Containing 10,Protein Coding,Q8WXI3,43,GC07M151175,5.89
13776,IL17RD,Interleukin 17 Receptor D,Protein Coding,Q8NFM7,51,GC03M057089,5.89
13777,TCAF1,TRPM8 Channel Associated Factor 1,Protein Coding,Q9Y4C2,38,GC07M143852,5.89
13778,BZW2,Basic Leucine Zipper And W2 Domains 2,Protein Coding,Q9Y6E2,46,GC07P016646,5.89
13779,ZNF773,Zinc Finger Protein 773,Protein Coding,Q6PK81,38,GC19P057499,5.89
13780,ZNF775,Zinc Finger Protein 775,Protein Coding,Q96BV0,37,GC07P152325,5.89
13781,AMH,Anti-Mullerian Hormone,Protein Coding,P03971,52,GC19P005687,5.9
13782,SPEF2,Sperm Flagellar 2,Protein Coding,Q9C093,43,GC05P035618,5.9
13783,TMEM31,Transmembrane Protein 31,Protein Coding,Q5JXX7,34,GC0XP103710,5.9
13784,YJU2,YJU2 Splicing Factor Homolog,Protein Coding,Q9BW85,37,GC19P006141,5.9
13785,INTS6,Integrator Complex Subunit 6,Protein Coding,Q9UL03,42,GC13M051334,5.9
13786,AAR2,AAR2 Splicing Factor,Protein Coding,Q9Y312,44,GC20P036236,5.9
13787,KIR2DS4,"Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 4",Protein Coding,P43632,38,GC19P083918,5.9
13788,MRM2,Mitochondrial RRNA Methyltransferase 2,Protein Coding,Q9UI43,45,GC07M002234,5.9
13789,TMEM235,Transmembrane Protein 235,Protein Coding,A6NFC5,36,GC17P078231,5.9
13790,SNRNP35,Small Nuclear Ribonucleoprotein U11/U12 Subunit 35,Protein Coding,Q16560,39,GC12P128278,5.9
13791,POMZP3,POM121 And ZP3 Fusion,Protein Coding,Q6PJE2,37,GC07M076609,5.9
13792,HRH3,Histamine Receptor H3,Protein Coding,Q9Y5N1,49,GC20M062214,5.9
13793,SLU7,"SLU7 Homolog, Splicing Factor",Protein Coding,O95391,44,GC05M160401,5.9
13794,KMT5B,Lysine Methyltransferase 5B,Protein Coding,Q4FZB7,48,GC11M109389,5.9
13795,ADAP2,ArfGAP With Dual PH Domains 2,Protein Coding,Q9NPF8,44,GC17P030906,5.9
13796,SUN5,Sad1 And UNC84 Domain Containing 5,Protein Coding,Q8TC36,44,GC20M032983,5.9
13797,ZNF676,Zinc Finger Protein 676,Protein Coding,Q8N7Q3,40,GC19M079292,5.9
13798,HOXC5,Homeobox C5,Protein Coding,Q00444,40,GC12P055692,5.9
13799,SLC12A7,Solute Carrier Family 12 Member 7,Protein Coding,Q9Y666,50,GC05M001050,5.9
13800,CDC14C,Cell Division Cycle 14C,Protein Coding,A4D256,26,GC07P048919,5.9
13801,METTL22,"Methyltransferase 22, Kin17 Lysine",Protein Coding,Q9BUU2,40,GC16P008621,5.9
13802,OLFM1,Olfactomedin 1,Protein Coding,Q99784,45,GC09P135075,5.9
13803,ANKRD50,Ankyrin Repeat Domain Containing 50,Protein Coding,Q9ULJ7,42,GC04M124664,5.9
13804,WDFY1,WD Repeat And FYVE Domain Containing 1,Protein Coding,Q8IWB7,41,GC02M223855,5.91
13805,RHBDF2,Rhomboid 5 Homolog 2,Protein Coding,Q6PJF5,49,GC17M076470,5.91
13806,BRINP1,BMP/Retinoic Acid Inducible Neural Specific 1,Protein Coding,O60477,42,GC09M119153,5.91
13807,IL13RA2,Interleukin 13 Receptor Subunit Alpha 2,Protein Coding,Q14627,45,GC0XM115003,5.91
13808,TTLL1,TTL Family Tubulin Polyglutamylase Complex Subunit L1,Protein Coding,O95922,43,GC22M043039,5.91
13809,LMOD1,Leiomodin 1,Protein Coding,P29536,48,GC01M201896,5.91
13810,INS-IGF2,INS-IGF2 Readthrough,Protein Coding,F8WCM5,32,GC11M008044,5.91
13811,NIBAN1,Niban Apoptosis Regulator 1,Protein Coding,Q9BZQ8,45,GC01M184859,5.91
13812,KDM4D,Lysine Demethylase 4D,Protein Coding,Q6B0I6,44,GC11P094973,5.91
13813,NQO2,N-Ribosyldihydronicotinamide:Quinone Reductase 2,Protein Coding,P16083,52,GC06P003506,5.91
13814,TIGAR,TP53 Induced Glycolysis Regulatory Phosphatase,Protein Coding,Q9NQ88,45,GC12P028137,5.91
13815,TCF19,Transcription Factor 19,Protein Coding,Q9Y242,44,GC06P104087,5.91
13816,INSRR,Insulin Receptor Related Receptor,Protein Coding,P14616,49,GC01M156840,5.91
13817,ARHGEF16,Rho Guanine Nucleotide Exchange Factor 16,Protein Coding,Q5VV41,45,GC01P003454,5.91
13818,SMIM8,Small Integral Membrane Protein 8,Protein Coding,Q96KF7,34,GC06P104744,5.91
13819,PRM2,Protamine 2,Protein Coding,P04554,41,GC16M013143,5.92
13820,TENT5C,Terminal Nucleotidyltransferase 5C,Protein Coding,Q5VWP2,41,GC01P117606,5.92
13821,BTG3,BTG Anti-Proliferation Factor 3,Protein Coding,Q14201,44,GC21M018111,5.92
13822,TUFT1,Tuftelin 1,Protein Coding,Q9NNX1,45,GC01P154497,5.92
13823,GALNT11,Polypeptide N-Acetylgalactosaminyltransferase 11,Protein Coding,Q8NCW6,46,GC07P152025,5.92
13824,E2F6,E2F Transcription Factor 6,Protein Coding,O75461,46,GC02M011434,5.92
13825,RPP14,Ribonuclease P/MRP Subunit P14,Protein Coding,O95059,42,GC03P058295,5.92
13826,LAT2,Linker For Activation Of T Cells Family Member 2,Protein Coding,Q9GZY6,45,GC07P074199,5.92
13827,PHACTR1,Phosphatase And Actin Regulator 1,Protein Coding,Q9C0D0,44,GC06P012717,5.92
13828,STK32C,Serine/Threonine Kinase 32C,Protein Coding,Q86UX6,41,GC10M132207,5.92
13829,HIC2,HIC ZBTB Transcriptional Repressor 2,Protein Coding,Q96JB3,42,GC22P051872,5.92
13830,SLC6A19,Solute Carrier Family 6 Member 19,Protein Coding,Q695T7,50,GC05P001201,5.92
13831,RHBDF1,Rhomboid 5 Homolog 1,Protein Coding,Q96CC6,46,GC16M000058,5.92
13832,GBA2,Glucosylceramidase Beta 2,Protein Coding,Q9HCG7,48,GC09M035736,5.92
13833,CNMD,Chondromodulin,Protein Coding,O75829,44,GC13M052704,5.92
13834,LRFN1,Leucine Rich Repeat And Fibronectin Type III Domain Containing 1,Protein Coding,Q9P244,44,GC19M079546,5.92
13835,GRIA4,Glutamate Ionotropic Receptor AMPA Type Subunit 4,Protein Coding,P48058,56,GC11P105609,5.92
13836,WNT10A,Wnt Family Member 10A,Protein Coding,Q9GZT5,52,GC02P218965,5.92
13837,NLN,Neurolysin,Protein Coding,Q9BYT8,46,GC05P065722,5.92
13838,MAN2A2,Mannosidase Alpha Class 2A Member 2,Protein Coding,P49641,46,GC15P090902,5.92
13839,ZNF524,Zinc Finger Protein 524,Protein Coding,Q96C55,35,GC19P083942,5.92
13840,JOSD2,Josephin Domain Containing 2,Protein Coding,Q8TAC2,42,GC19M050505,5.92
13841,ANAPC13,Anaphase Promoting Complex Subunit 13,Protein Coding,Q9BS18,44,GC03M134477,5.92
13842,SLCO1C1,Solute Carrier Organic Anion Transporter Family Member 1C1,Protein Coding,Q9NYB5,46,GC12P020695,5.92
13843,ANKRD9,Ankyrin Repeat Domain 9,Protein Coding,Q96BM1,40,GC14M102501,5.92
13844,MYO19,Myosin XIX,Protein Coding,Q96H55,40,GC17M036495,5.92
13845,TMEM170B,Transmembrane Protein 170B,Protein Coding,Q5T4T1,34,GC06P011537,5.92
13846,LHX2,LIM Homeobox 2,Protein Coding,P50458,44,GC09P124001,5.92
13847,CCER1,Coiled-Coil Glutamate Rich Protein 1,Protein Coding,Q8TC90,34,GC12M090905,5.92
13848,USP17L2,Ubiquitin Specific Peptidase 17 Like Family Member 2,Protein Coding,Q6R6M4,35,GC08M013176,5.92
13849,ZNF132,Zinc Finger Protein 132,Protein Coding,P52740,36,GC19M058432,5.92
13850,AUTS2,Activator Of Transcription And Developmental Regulator AUTS2,Protein Coding,Q8WXX7,48,GC07P069598,5.92
13851,CSNK1G1,Casein Kinase 1 Gamma 1,Protein Coding,Q9HCP0,49,GC15M064165,5.93
13852,CHRM5,Cholinergic Receptor Muscarinic 5,Protein Coding,P08912,51,GC15P033968,5.93
13853,KATNA1,Katanin Catalytic Subunit A1,Protein Coding,O75449,46,GC06M149594,5.93
13854,GUCY1B1,Guanylate Cyclase 1 Soluble Subunit Beta 1,Protein Coding,Q02153,46,GC04P155759,5.93
13855,KLK4,Kallikrein Related Peptidase 4,Protein Coding,Q9Y5K2,52,GC19M079973,5.93
13856,R3HDM2,R3H Domain Containing 2,Protein Coding,Q9Y2K5,44,GC12M057253,5.93
13857,ZNF98,Zinc Finger Protein 98,Protein Coding,A6NK75,35,GC19M022391,5.93
13858,PSMA8,Proteasome 20S Subunit Alpha 8,Protein Coding,Q8TAA3,43,GC18P026133,5.93
13859,CNPY3,Canopy FGF Signaling Regulator 3,Protein Coding,Q9BT09,48,GC06P104298,5.93
13860,WDR3,WD Repeat Domain 3,Protein Coding,Q9UNX4,44,GC01P117929,5.93
13861,ESCO2,Establishment Of Sister Chromatid Cohesion N-Acetyltransferase 2,Protein Coding,Q56NI9,46,GC08P027771,5.93
13862,RTCA,RNA 3'-Terminal Phosphate Cyclase,Protein Coding,O00442,44,GC01P100266,5.93
13863,TMEM236,Transmembrane Protein 236,Protein Coding,Q5W0B7,37,GC10P017752,5.93
13864,MAU2,MAU2 Sister Chromatid Cohesion Factor,Protein Coding,Q9Y6X3,43,GC19P019320,5.93
13865,P2RX4,Purinergic Receptor P2X 4,Protein Coding,Q99571,51,GC12P128229,5.93
13866,PDP2,Pyruvate Dehydrogenase Phosphatase Catalytic Subunit 2,Protein Coding,Q9P2J9,45,GC16P066894,5.93
13867,ART3,ADP-Ribosyltransferase 3 (Inactive),Protein Coding,Q13508,49,GC04P076011,5.93
13868,SARAF,Store-Operated Calcium Entry Associated Regulatory Factor,Protein Coding,Q96BY9,41,GC08M030063,5.93
13869,DDX52,DExD-Box Helicase 52,Protein Coding,Q9Y2R4,42,GC17M037609,5.93
13870,MATN2,Matrilin 2,Protein Coding,O00339,46,GC08P097868,5.93
13871,CPT1B,Carnitine Palmitoyltransferase 1B,Protein Coding,Q92523,50,GC22M068337,5.93
13872,CPSF2,Cleavage And Polyadenylation Specific Factor 2,Protein Coding,Q9P2I0,44,GC14P092121,5.93
13873,KLHL1,Kelch Like Family Member 1,Protein Coding,Q9NR64,44,GC13M069700,5.93
13874,PPARGC1B,PPARG Coactivator 1 Beta,Protein Coding,Q86YN6,42,GC05P149730,5.93
13875,ENSG00000261832,Novel Protein,Protein Coding,,11,GC16M040635,5.94
13876,LYPLA2,Lysophospholipase 2,Protein Coding,O95372,46,GC01P026085,5.94
13877,IL5RA,Interleukin 5 Receptor Subunit Alpha,Protein Coding,Q01344,52,GC03M003066,5.94
13878,MTG1,Mitochondrial Ribosome Associated GTPase 1,Protein Coding,Q9BT17,42,GC10P133394,5.94
13879,PTGFR,Prostaglandin F Receptor,Protein Coding,P43088,52,GC01P078303,5.94
13880,ODF2L,Outer Dense Fiber Of Sperm Tails 2 Like,Protein Coding,Q9ULJ1,42,GC01M086346,5.94
13881,DECR1,"2,4-Dienoyl-CoA Reductase 1",Protein Coding,Q16698,47,GC08P090001,5.94
13882,GFUS,GDP-L-Fucose Synthase,Protein Coding,Q13630,45,GC08M143732,5.94
13883,ZNF670,Zinc Finger Protein 670,Protein Coding,Q9BS34,37,GC01M247035,5.94
13884,AZI2,5-Azacytidine Induced 2,Protein Coding,Q9H6S1,42,GC03M028315,5.94
13885,TMEM42,Transmembrane Protein 42,Protein Coding,Q69YG0,37,GC03P051123,5.94
13886,CYP7A1,Cytochrome P450 Family 7 Subfamily A Member 1,Protein Coding,P22680,49,GC08M058490,5.94
13887,SLC12A1,Solute Carrier Family 12 Member 1,Protein Coding,Q13621,54,GC15P054001,5.94
13888,MRM3,Mitochondrial RRNA Methyltransferase 3,Protein Coding,Q9HC36,43,GC17P002236,5.94
13889,MYO3A,Myosin IIIA,Protein Coding,Q8NEV4,48,GC10P025934,5.94
13890,SOX18,SRY-Box Transcription Factor 18,Protein Coding,P35713,47,GC20M064047,5.94
13891,CCL24,C-C Motif Chemokine Ligand 24,Protein Coding,O00175,44,GC07M077881,5.95
13892,C1QTNF6,C1q And TNF Related 6,Protein Coding,Q9BXI9,43,GC22M037180,5.95
13893,TMEM104,Transmembrane Protein 104,Protein Coding,Q8NE00,39,GC17P074776,5.95
13894,ZNF488,Zinc Finger Protein 488,Protein Coding,Q96MN9,34,GC10M047365,5.95
13895,CCDC40,Coiled-Coil Domain Containing 40,Protein Coding,Q4G0X9,43,GC17P082905,5.95
13896,OPN1LW,"Opsin 1, Long Wave Sensitive",Protein Coding,P04000,43,GC0XP154144,5.95
13897,TTC5,Tetratricopeptide Repeat Domain 5,Protein Coding,Q8N0Z6,47,GC14M020256,5.95
13898,NPM3,Nucleophosmin/Nucleoplasmin 3,Protein Coding,O75607,44,GC10M101781,5.95
13899,HOXC4,Homeobox C4,Protein Coding,P09017,45,GC12P054016,5.95
13900,NCBP3,Nuclear Cap Binding Subunit 3,Protein Coding,Q53F19,37,GC17M013292,5.95
13901,PAXX,PAXX Non-Homologous End Joining Factor,Protein Coding,Q9BUH6,38,GC09P137373,5.95
13902,KCTD9,Potassium Channel Tetramerization Domain Containing 9,Protein Coding,Q7L273,42,GC08M025427,5.95
13903,HAUS2,HAUS Augmin Like Complex Subunit 2,Protein Coding,Q9NVX0,40,GC15P042548,5.95
13904,GPN3,GPN-Loop GTPase 3,Protein Coding,Q9UHW5,42,GC12M110452,5.95
13905,TSSK3,Testis Specific Serine Kinase 3,Protein Coding,Q96PN8,39,GC01P032351,5.95
13906,PLCD3,Phospholipase C Delta 3,Protein Coding,Q8N3E9,49,GC17M045108,5.95
13907,OPN1SW,"Opsin 1, Short Wave Sensitive",Protein Coding,P03999,48,GC07M128772,5.95
13908,NAV2,Neuron Navigator 2,Protein Coding,Q8IVL1,46,GC11P019345,5.95
13909,TM9SF3,Transmembrane 9 Superfamily Member 3,Protein Coding,Q9HD45,44,GC10M096518,5.96
13910,MED12L,Mediator Complex Subunit 12L,Protein Coding,Q86YW9,45,GC03P151085,5.96
13911,BFAR,Bifunctional Apoptosis Regulator,Protein Coding,Q9NZS9,45,GC16P046226,5.96
13912,MAGOHB,"Mago Homolog B, Exon Junction Complex Subunit",Protein Coding,Q96A72,42,GC12M024912,5.96
13913,AFF2,ALF Transcription Elongation Factor 2,Protein Coding,P51816,49,GC0XP148500,5.96
13914,WRAP73,"WD Repeat Containing, Antisense To TP73",Protein Coding,Q9P2S5,42,GC01M003630,5.96
13915,ZNF713,Zinc Finger Protein 713,Protein Coding,Q8N859,38,GC07P055887,5.96
13916,HOXB3,Homeobox B3,Protein Coding,P14651,45,GC17M048548,5.96
13917,TMEM272,Transmembrane Protein 272,Protein Coding,A0A1B0GTI8,19,GC13M051814,5.96
13918,PAX9,Paired Box 9,Protein Coding,P55771,50,GC14P036657,5.96
13919,TXNL4B,Thioredoxin Like 4B,Protein Coding,Q9NX01,42,GC16M072044,5.96
13920,STARD8,StAR Related Lipid Transfer Domain Containing 8,Protein Coding,Q92502,44,GC0XP068647,5.96
13921,RNF212B,Ring Finger Protein 212B,Protein Coding,A8MTL3,26,GC14P039809,5.96
13922,PTGES2,Prostaglandin E Synthase 2,Protein Coding,Q9H7Z7,48,GC09M128120,5.96
13923,PXK,PX Domain Containing Serine/Threonine Kinase Like,Protein Coding,Q7Z7A4,45,GC03P058333,5.96
13924,SYT11,Synaptotagmin 11,Protein Coding,Q9BT88,46,GC01P155859,5.96
13925,MCM9,Minichromosome Maintenance 9 Homologous Recombination Repair Factor,Protein Coding,Q9NXL9,46,GC06M118813,5.96
13926,TANC1,"Tetratricopeptide Repeat, Ankyrin Repeat And Coiled-Coil Containing 1",Protein Coding,Q9C0D5,42,GC02P158968,5.96
13927,MANBA,Mannosidase Beta,Protein Coding,O00462,50,GC04M102631,5.96
13928,HTR1F,5-Hydroxytryptamine Receptor 1F,Protein Coding,P30939,50,GC03P087792,5.96
13929,DDAH2,Dimethylarginine Dimethylaminohydrolase 2,Protein Coding,O95865,48,GC06M031727,5.96
13930,ZFAND5,Zinc Finger AN1-Type Containing 5,Protein Coding,O76080,45,GC09M072351,5.96
13931,POM121C,POM121 Transmembrane Nucleoporin C,Protein Coding,A8CG34,36,GC07M075416,5.96
13932,AHNAK2,AHNAK Nucleoprotein 2,Protein Coding,Q8IVF2,38,GC14M104937,5.96
13933,ZNF285,Zinc Finger Protein 285,Protein Coding,Q96NJ3,36,GC19M079690,5.96
13934,CBX6,Chromobox 6,Protein Coding,O95503,42,GC22M038861,5.96
13935,MIER2,MIER Family Member 2,Protein Coding,Q8N344,39,GC19M000305,5.97
13936,CCNL1,Cyclin L1,Protein Coding,Q9UK58,46,GC03M157146,5.97
13937,AIFM2,Apoptosis Inducing Factor Mitochondria Associated 2,Protein Coding,Q9BRQ8,46,GC10M070098,5.97
13938,TTLL6,Tubulin Tyrosine Ligase Like 6,Protein Coding,Q8N841,41,GC17M061280,5.97
13939,NPRL3,"NPR3 Like, GATOR1 Complex Subunit",Protein Coding,Q12980,45,GC16M000084,5.97
13940,SCN9A,Sodium Voltage-Gated Channel Alpha Subunit 9,Protein Coding,Q15858,54,GC02M166195,5.97
13941,ERG28,Ergosterol Biosynthesis 28 Homolog,Protein Coding,Q9UKR5,40,GC14M075650,5.97
13942,AGBL1,AGBL Carboxypeptidase 1,Protein Coding,Q96MI9,43,GC15P133159,5.97
13943,ZNF696,Zinc Finger Protein 696,Protein Coding,Q9H7X3,37,GC08P143289,5.97
13944,ZP4,Zona Pellucida Glycoprotein 4,Protein Coding,Q12836,39,GC01M237877,5.97
13945,SMAP1,Small ArfGAP 1,Protein Coding,Q8IYB5,42,GC06P070667,5.97
13946,RGP1,"RGP1 Homolog, RAB6A GEF Complex Partner 1",Protein Coding,Q92546,41,GC09P035749,5.97
13947,SLC52A1,Solute Carrier Family 52 Member 1,Protein Coding,Q9NWF4,46,GC17M005032,5.97
13948,ZBTB43,Zinc Finger And BTB Domain Containing 43,Protein Coding,O43298,44,GC09P126805,5.97
13949,AKR7A2,Aldo-Keto Reductase Family 7 Member A2,Protein Coding,O43488,47,GC01M019302,5.97
13950,MYADM,Myeloid Associated Differentiation Marker,Protein Coding,Q96S97,41,GC19P083883,5.97
13951,LRCH1,Leucine Rich Repeats And Calponin Homology Domain Containing 1,Protein Coding,Q9Y2L9,42,GC13P046553,5.97
13952,EMILIN1,Elastin Microfibril Interfacer 1,Protein Coding,Q9Y6C2,46,GC02P027078,5.97
13953,MLH3,MutL Homolog 3,Protein Coding,Q9UHC1,47,GC14M075013,5.97
13954,CREBRF,CREB3 Regulatory Factor,Protein Coding,Q8IUR6,41,GC05P173056,5.97
13955,ERVH48-1,"Endogenous Retrovirus Group 48 Member 1, Envelope",Protein Coding,M5A8F1,21,GC21M042916,5.98
13956,IL13RA1,Interleukin 13 Receptor Subunit Alpha 1,Protein Coding,P78552,48,GC0XP118727,5.98
13957,MACROH2A2,MacroH2A.2 Histone,Protein Coding,Q9P0M6,40,GC10P070053,5.98
13958,TCP11,T-Complex 11,Protein Coding,Q8WWU5,44,GC06M081049,5.98
13959,VWA1,Von Willebrand Factor A Domain Containing 1,Protein Coding,Q6PCB0,44,GC01P001434,5.98
13960,NMRAL1,NmrA Like Redox Sensor 1,Protein Coding,Q9HBL8,43,GC16M004461,5.98
13961,DHRS2,Dehydrogenase/Reductase 2,Protein Coding,Q13268,47,GC14P038455,5.98
13962,CCDC80,Coiled-Coil Domain Containing 80,Protein Coding,Q76M96,43,GC03M112604,5.98
13963,NELFB,Negative Elongation Factor Complex Member B,Protein Coding,Q8WX92,42,GC09P137255,5.98
13964,SPINK2,Serine Peptidase Inhibitor Kazal Type 2,Protein Coding,P20155,45,GC04M056809,5.98
13965,NPBWR1,Neuropeptides B And W Receptor 1,Protein Coding,P48145,42,GC08P052938,5.98
13966,PYDC1,Pyrin Domain Containing 1,Protein Coding,Q8WXC3,37,GC16M040949,5.98
13967,AASDHPPT,Aminoadipate-Semialdehyde Dehydrogenase-Phosphopantetheinyl Transferase,Protein Coding,Q9NRN7,45,GC11P106075,5.98
13968,GLIPR2,GLI Pathogenesis Related 2,Protein Coding,Q9H4G4,44,GC09P052026,5.98
13969,CLEC7A,C-Type Lectin Domain Containing 7A,Protein Coding,Q9BXN2,53,GC12M024902,5.98
13970,IFT52,Intraflagellar Transport 52,Protein Coding,Q9Y366,43,GC20P043590,5.98
13971,OTUD6B,OTU Deubiquitinase 6B,Protein Coding,Q8N6M0,46,GC08P091070,5.98
13972,RCL1,RNA Terminal Phosphate Cyclase Like 1,Protein Coding,Q9Y2P8,45,GC09P004782,5.98
13973,EXOC6B,Exocyst Complex Component 6B,Protein Coding,Q9Y2D4,45,GC02M072175,5.98
13974,GPC6,Glypican 6,Protein Coding,Q9Y625,52,GC13P093218,5.98
13975,TBCC,Tubulin Folding Cofactor C,Protein Coding,Q15814,41,GC06M042744,5.98
13976,KCTD2,Potassium Channel Tetramerization Domain Containing 2,Protein Coding,Q14681,41,GC17P075032,5.98
13977,BCL2L15,BCL2 Like 15,Protein Coding,Q5TBC7,38,GC01M113876,5.99
13978,FGF9,Fibroblast Growth Factor 9,Protein Coding,P31371,50,GC13P021671,5.99
13979,SOX3,SRY-Box Transcription Factor 3,Protein Coding,P41225,50,GC0XM140502,5.99
13980,TMEM131L,Transmembrane 131 Like,Protein Coding,A2VDJ0,41,GC04P153467,5.99
13981,PKD2L1,"Polycystin 2 Like 1, Transient Receptor Potential Cation Channel",Protein Coding,Q9P0L9,49,GC10M100288,5.99
13982,ABHD16A,"Abhydrolase Domain Containing 16A, Phospholipase",Protein Coding,O95870,45,GC06M080930,5.99
13983,GALR2,Galanin Receptor 2,Protein Coding,O43603,48,GC17P079547,5.99
13984,HBP1,HMG-Box Transcription Factor 1,Protein Coding,O60381,44,GC07P107168,5.99
